,Fruit,Full filename,File
19557,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_38_100.jpg,r_38_100.jpg
13542,Cherry Wax Yellow,./data/fruits/fruits-360/Training/Cherry Wax Yellow/r_125_100.jpg,r_125_100.jpg
46981,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/2_100.jpg,2_100.jpg
22148,Kaki,./data/fruits/fruits-360/Training/Kaki/242_100.jpg,242_100.jpg
26649,Mangostan,./data/fruits/fruits-360/Training/Mangostan/r_33_100.jpg,r_33_100.jpg
47287,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_77_100.jpg,r_77_100.jpg
41382,Raspberry,./data/fruits/fruits-360/Training/Raspberry/r_265_100.jpg,r_265_100.jpg
4332,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/r_80_100.jpg,r_80_100.jpg
14796,Cocos,./data/fruits/fruits-360/Training/Cocos/18_100.jpg,18_100.jpg
4351,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/r_99_100.jpg,r_99_100.jpg
46783,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r_321_100.jpg,r_321_100.jpg
19549,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_300_100.jpg,r_300_100.jpg
12760,Cherry Wax Black,./data/fruits/fruits-360/Training/Cherry Wax Black/r_50_100.jpg,r_50_100.jpg
19863,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/r_122_100.jpg,r_122_100.jpg
23842,Lemon,./data/fruits/fruits-360/Training/Lemon/r_269_100.jpg,r_269_100.jpg
46744,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r_284_100.jpg,r_284_100.jpg
11385,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r_190_100.jpg,r_190_100.jpg
41648,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/267_100.jpg,267_100.jpg
36369,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/153_100.jpg,153_100.jpg
19562,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_43_100.jpg,r_43_100.jpg
13618,Cherry Wax Yellow,./data/fruits/fruits-360/Training/Cherry Wax Yellow/r_201_100.jpg,r_201_100.jpg
30603,Peach,./data/fruits/fruits-360/Training/Peach/300_100.jpg,300_100.jpg
10517,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/278_100.jpg,278_100.jpg
1499,Apple Golden 3,./data/fruits/fruits-360/Training/Apple Golden 3/120_100.jpg,120_100.jpg
18643,Grape White 3,./data/fruits/fruits-360/Training/Grape White 3/111_100.jpg,111_100.jpg
45050,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r2_214_100.jpg,r2_214_100.jpg
20722,Guava,./data/fruits/fruits-360/Training/Guava/248_100.jpg,248_100.jpg
19662,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/171_100.jpg,171_100.jpg
40612,Rambutan,./data/fruits/fruits-360/Training/Rambutan/255_100.jpg,255_100.jpg
26472,Mangostan,./data/fruits/fruits-360/Training/Mangostan/196_100.jpg,196_100.jpg
29938,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/202_100.jpg,202_100.jpg
21088,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/120_100.jpg,120_100.jpg
28769,Nectarine,./data/fruits/fruits-360/Training/Nectarine/r_187_100.jpg,r_187_100.jpg
43223,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/r2_112_100.jpg,r2_112_100.jpg
34717,Pepino,./data/fruits/fruits-360/Training/Pepino/r_22_100.jpg,r_22_100.jpg
7399,Banana,./data/fruits/fruits-360/Training/Banana/r_85_100.jpg,r_85_100.jpg
37525,Plum,./data/fruits/fruits-360/Training/Plum/r_109_100.jpg,r_109_100.jpg
9375,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/134_100.jpg,134_100.jpg
41628,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/247_100.jpg,247_100.jpg
36850,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/127_100.jpg,127_100.jpg
24690,Limes,./data/fruits/fruits-360/Training/Limes/99_100.jpg,99_100.jpg
24075,Lemon Meyer,./data/fruits/fruits-360/Training/Lemon Meyer/251_100.jpg,251_100.jpg
11574,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/155_100.jpg,155_100.jpg
38812,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r3_59_100.jpg,r3_59_100.jpg
26561,Mangostan,./data/fruits/fruits-360/Training/Mangostan/r_103_100.jpg,r_103_100.jpg
38960,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r_237_100.jpg,r_237_100.jpg
37376,Plum,./data/fruits/fruits-360/Training/Plum/159_100.jpg,159_100.jpg
41196,Raspberry,./data/fruits/fruits-360/Training/Raspberry/34_100.jpg,34_100.jpg
46157,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/167_100.jpg,167_100.jpg
30401,Peach,./data/fruits/fruits-360/Training/Peach/119_100.jpg,119_100.jpg
42234,Salak,./data/fruits/fruits-360/Training/Salak/r_104_100.jpg,r_104_100.jpg
12036,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/r2_95_100.jpg,r2_95_100.jpg
41749,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/r_11_100.jpg,r_11_100.jpg
32640,Pear Abate,./data/fruits/fruits-360/Training/Pear Abate/142_100.jpg,142_100.jpg
26207,Mango,./data/fruits/fruits-360/Training/Mango/r_141_100.jpg,r_141_100.jpg
47842,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/13_100.jpg,13_100.jpg
12358,Cherry Wax Black,./data/fruits/fruits-360/Training/Cherry Wax Black/163_100.jpg,163_100.jpg
48277,Walnut,./data/fruits/fruits-360/Training/Walnut/222_100.jpg,222_100.jpg
44639,Tangelo,./data/fruits/fruits-360/Training/Tangelo/r_5_100.jpg,r_5_100.jpg
36754,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/r_308_100.jpg,r_308_100.jpg
3301,Apple Red 2,./data/fruits/fruits-360/Training/Apple Red 2/r_202_100.jpg,r_202_100.jpg
7091,Banana,./data/fruits/fruits-360/Training/Banana/287_100.jpg,287_100.jpg
33815,Pear Monster,./data/fruits/fruits-360/Training/Pear Monster/r_41_100.jpg,r_41_100.jpg
33871,Pear Monster,./data/fruits/fruits-360/Training/Pear Monster/r_98_100.jpg,r_98_100.jpg
15756,Granadilla,./data/fruits/fruits-360/Training/Granadilla/186_100.jpg,186_100.jpg
19903,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/r_159_100.jpg,r_159_100.jpg
39456,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_236_100.jpg,r_236_100.jpg
2290,Apple Granny Smith,./data/fruits/fruits-360/Training/Apple Granny Smith/r_179_100.jpg,r_179_100.jpg
2359,Apple Granny Smith,./data/fruits/fruits-360/Training/Apple Granny Smith/r_240_100.jpg,r_240_100.jpg
9203,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/r_235_100.jpg,r_235_100.jpg
36461,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/241_100.jpg,241_100.jpg
47031,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/56_100.jpg,56_100.jpg
25010,Lychee,./data/fruits/fruits-360/Training/Lychee/16_100.jpg,16_100.jpg
10680,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/r_202_100.jpg,r_202_100.jpg
35816,Physalis with Husk,./data/fruits/fruits-360/Training/Physalis with Husk/r_80_100.jpg,r_80_100.jpg
28440,Nectarine,./data/fruits/fruits-360/Training/Nectarine/111_100.jpg,111_100.jpg
42595,Strawberry,./data/fruits/fruits-360/Training/Strawberry/209_100.jpg,209_100.jpg
8093,Banana Red,./data/fruits/fruits-360/Training/Banana Red/66_100.jpg,66_100.jpg
3031,Apple Red 2,./data/fruits/fruits-360/Training/Apple Red 2/181_100.jpg,181_100.jpg
30432,Peach,./data/fruits/fruits-360/Training/Peach/147_100.jpg,147_100.jpg
30484,Peach,./data/fruits/fruits-360/Training/Peach/194_100.jpg,194_100.jpg
40716,Rambutan,./data/fruits/fruits-360/Training/Rambutan/60_100.jpg,60_100.jpg
29600,Papaya,./data/fruits/fruits-360/Training/Papaya/282_100.jpg,282_100.jpg
12389,Cherry Wax Black,./data/fruits/fruits-360/Training/Cherry Wax Black/257_100.jpg,257_100.jpg
30358,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_78_100.jpg,r_78_100.jpg
23303,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_205_100.jpg,r_205_100.jpg
39462,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_241_100.jpg,r_241_100.jpg
40355,Quince,./data/fruits/fruits-360/Training/Quince/r_207_100.jpg,r_207_100.jpg
22330,Kaki,./data/fruits/fruits-360/Training/Kaki/r_221_100.jpg,r_221_100.jpg
37457,Plum,./data/fruits/fruits-360/Training/Plum/231_100.jpg,231_100.jpg
40702,Rambutan,./data/fruits/fruits-360/Training/Rambutan/47_100.jpg,47_100.jpg
19991,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/r_287_100.jpg,r_287_100.jpg
24479,Limes,./data/fruits/fruits-360/Training/Limes/183_100.jpg,183_100.jpg
37713,Plum,./data/fruits/fruits-360/Training/Plum/r_279_100.jpg,r_279_100.jpg
5677,Apricot,./data/fruits/fruits-360/Training/Apricot/245_100.jpg,245_100.jpg
11633,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/215_100.jpg,215_100.jpg
24555,Limes,./data/fruits/fruits-360/Training/Limes/272_100.jpg,272_100.jpg
31922,Peach Flat,./data/fruits/fruits-360/Training/Peach Flat/r_15_100.jpg,r_15_100.jpg
18071,Grape White,./data/fruits/fruits-360/Training/Grape White/r_314_100.jpg,r_314_100.jpg
43756,Tamarillo,./data/fruits/fruits-360/Training/Tamarillo/148_100.jpg,148_100.jpg
13495,Cherry Wax Yellow,./data/fruits/fruits-360/Training/Cherry Wax Yellow/73_100.jpg,73_100.jpg
12448,Cherry Wax Black,./data/fruits/fruits-360/Training/Cherry Wax Black/310_100.jpg,310_100.jpg
36060,Pineapple,./data/fruits/fruits-360/Training/Pineapple/74_100.jpg,74_100.jpg
30445,Peach,./data/fruits/fruits-360/Training/Peach/159_100.jpg,159_100.jpg
12074,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/r_129_100.jpg,r_129_100.jpg
562,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/163_100.jpg,163_100.jpg
32650,Pear Abate,./data/fruits/fruits-360/Training/Pear Abate/151_100.jpg,151_100.jpg
11229,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r2_311_100.jpg,r2_311_100.jpg
43673,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/r_58_100.jpg,r_58_100.jpg
9564,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/82_100.jpg,82_100.jpg
27962,Mulberry,./data/fruits/fruits-360/Training/Mulberry/125_100.jpg,125_100.jpg
28575,Nectarine,./data/fruits/fruits-360/Training/Nectarine/233_100.jpg,233_100.jpg
29240,Orange,./data/fruits/fruits-360/Training/Orange/r_17_100.jpg,r_17_100.jpg
28324,Mulberry,./data/fruits/fruits-360/Training/Mulberry/r_290_100.jpg,r_290_100.jpg
21513,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/r_84_100.jpg,r_84_100.jpg
24934,Limes,./data/fruits/fruits-360/Training/Limes/r_98_100.jpg,r_98_100.jpg
40210,Quince,./data/fruits/fruits-360/Training/Quince/45_100.jpg,45_100.jpg
42325,Salak,./data/fruits/fruits-360/Training/Salak/r_231_100.jpg,r_231_100.jpg
21165,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/21_100.jpg,21_100.jpg
28050,Mulberry,./data/fruits/fruits-360/Training/Mulberry/277_100.jpg,277_100.jpg
3079,Apple Red 2,./data/fruits/fruits-360/Training/Apple Red 2/224_100.jpg,224_100.jpg
27124,Maracuja,./data/fruits/fruits-360/Training/Maracuja/r_324_100.jpg,r_324_100.jpg
13391,Cherry Wax Yellow,./data/fruits/fruits-360/Training/Cherry Wax Yellow/224_100.jpg,224_100.jpg
29229,Orange,./data/fruits/fruits-360/Training/Orange/r_16_100.jpg,r_16_100.jpg
27775,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_236_100.jpg,r_236_100.jpg
14450,Clementine,./data/fruits/fruits-360/Training/Clementine/6_100.jpg,6_100.jpg
7308,Banana,./data/fruits/fruits-360/Training/Banana/r_254_100.jpg,r_254_100.jpg
53,Apple Braeburn,./data/fruits/fruits-360/Training/Apple Braeburn/148_100.jpg,148_100.jpg
34031,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/311_100.jpg,311_100.jpg
24190,Lemon Meyer,./data/fruits/fruits-360/Training/Lemon Meyer/8_100.jpg,8_100.jpg
8753,Cactus fruit,./data/fruits/fruits-360/Training/Cactus fruit/r_254_100.jpg,r_254_100.jpg
36959,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/284_100.jpg,284_100.jpg
37118,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/r_215_100.jpg,r_215_100.jpg
44351,Tangelo,./data/fruits/fruits-360/Training/Tangelo/274_100.jpg,274_100.jpg
24860,Limes,./data/fruits/fruits-360/Training/Limes/r_289_100.jpg,r_289_100.jpg
24186,Lemon Meyer,./data/fruits/fruits-360/Training/Lemon Meyer/86_100.jpg,86_100.jpg
43079,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/250_100.jpg,250_100.jpg
21237,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/300_100.jpg,300_100.jpg
32676,Pear Abate,./data/fruits/fruits-360/Training/Pear Abate/175_100.jpg,175_100.jpg
4812,Apple Red Yellow 1,./data/fruits/fruits-360/Training/Apple Red Yellow 1/r_293_100.jpg,r_293_100.jpg
11373,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r_17_100.jpg,r_17_100.jpg
4776,Apple Red Yellow 1,./data/fruits/fruits-360/Training/Apple Red Yellow 1/r_260_100.jpg,r_260_100.jpg
44716,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/130_100.jpg,130_100.jpg
14863,Cocos,./data/fruits/fruits-360/Training/Cocos/255_100.jpg,255_100.jpg
19480,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_202_100.jpg,r_202_100.jpg
10612,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/r_141_100.jpg,r_141_100.jpg
43936,Tamarillo,./data/fruits/fruits-360/Training/Tamarillo/89_100.jpg,89_100.jpg
7896,Banana Red,./data/fruits/fruits-360/Training/Banana Red/127_100.jpg,127_100.jpg
25060,Lychee,./data/fruits/fruits-360/Training/Lychee/215_100.jpg,215_100.jpg
24151,Lemon Meyer,./data/fruits/fruits-360/Training/Lemon Meyer/325_100.jpg,325_100.jpg
47129,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_149_100.jpg,r_149_100.jpg
39342,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_117_100.jpg,r_117_100.jpg
32936,Pear Abate,./data/fruits/fruits-360/Training/Pear Abate/r_204_100.jpg,r_204_100.jpg
5616,Apricot,./data/fruits/fruits-360/Training/Apricot/190_100.jpg,190_100.jpg
31065,Peach 2,./data/fruits/fruits-360/Training/Peach 2/38_100.jpg,38_100.jpg
26418,Mangostan,./data/fruits/fruits-360/Training/Mangostan/10_100.jpg,10_100.jpg
38390,Plum 3,./data/fruits/fruits-360/Training/Plum 3/89_100.jpg,89_100.jpg
44283,Tangelo,./data/fruits/fruits-360/Training/Tangelo/200_100.jpg,200_100.jpg
5298,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r_106_100.jpg,r_106_100.jpg
14188,Chestnut,./data/fruits/fruits-360/Training/Chestnut/r_64_100.jpg,r_64_100.jpg
46384,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r2_150_100.jpg,r2_150_100.jpg
14615,Clementine,./data/fruits/fruits-360/Training/Clementine/r_265_100.jpg,r_265_100.jpg
26030,Mango,./data/fruits/fruits-360/Training/Mango/238_100.jpg,238_100.jpg
10704,Cherry 1,./data/fruits/fruits-360/Training/Cherry 1/r_224_100.jpg,r_224_100.jpg
47288,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_78_100.jpg,r_78_100.jpg
15779,Granadilla,./data/fruits/fruits-360/Training/Granadilla/206_100.jpg,206_100.jpg
13397,Cherry Wax Yellow,./data/fruits/fruits-360/Training/Cherry Wax Yellow/232_100.jpg,232_100.jpg
9136,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/r_175_100.jpg,r_175_100.jpg
7679,Banana Lady Finger,./data/fruits/fruits-360/Training/Banana Lady Finger/r2_58_100.jpg,r2_58_100.jpg
14633,Clementine,./data/fruits/fruits-360/Training/Clementine/r_282_100.jpg,r_282_100.jpg
31835,Peach Flat,./data/fruits/fruits-360/Training/Peach Flat/302_100.jpg,302_100.jpg
21100,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/132_100.jpg,132_100.jpg
45216,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r_139_100.jpg,r_139_100.jpg
47021,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/47_100.jpg,47_100.jpg
32426,Pear,./data/fruits/fruits-360/Training/Pear/r_170_100.jpg,r_170_100.jpg
45192,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r_115_100.jpg,r_115_100.jpg
28775,Nectarine,./data/fruits/fruits-360/Training/Nectarine/r_192_100.jpg,r_192_100.jpg
45370,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r_48_100.jpg,r_48_100.jpg
13922,Chestnut,./data/fruits/fruits-360/Training/Chestnut/r2_137_100.jpg,r2_137_100.jpg
28783,Nectarine,./data/fruits/fruits-360/Training/Nectarine/r_19_100.jpg,r_19_100.jpg
33930,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/151_100.jpg,151_100.jpg
35628,Physalis with Husk,./data/fruits/fruits-360/Training/Physalis with Husk/r_167_100.jpg,r_167_100.jpg
25474,Mandarine,./data/fruits/fruits-360/Training/Mandarine/142_100.jpg,142_100.jpg
47916,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/210_100.jpg,210_100.jpg
37852,Plum 2,./data/fruits/fruits-360/Training/Plum 2/214_100.jpg,214_100.jpg
5108,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r2_135_100.jpg,r2_135_100.jpg
42316,Salak,./data/fruits/fruits-360/Training/Salak/r_223_100.jpg,r_223_100.jpg
12816,Cherry Wax Red,./data/fruits/fruits-360/Training/Cherry Wax Red/132_100.jpg,132_100.jpg
9615,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/r_128_100.jpg,r_128_100.jpg
32321,Pear,./data/fruits/fruits-360/Training/Pear/298_100.jpg,298_100.jpg
47681,Tomato Cherry Red,./data/fruits/fruits-360/Training/Tomato Cherry Red/r_238_100.jpg,r_238_100.jpg
19728,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/233_100.jpg,233_100.jpg
46583,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r2_97_100.jpg,r2_97_100.jpg
22150,Kaki,./data/fruits/fruits-360/Training/Kaki/244_100.jpg,244_100.jpg
47395,Tomato Cherry Red,./data/fruits/fruits-360/Training/Tomato Cherry Red/176_100.jpg,176_100.jpg
22152,Kaki,./data/fruits/fruits-360/Training/Kaki/246_100.jpg,246_100.jpg
41486,Raspberry,./data/fruits/fruits-360/Training/Raspberry/r_93_100.jpg,r_93_100.jpg
36972,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/30_100.jpg,30_100.jpg
40264,Quince,./data/fruits/fruits-360/Training/Quince/99_100.jpg,99_100.jpg
27793,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_252_100.jpg,r_252_100.jpg
2237,Apple Granny Smith,./data/fruits/fruits-360/Training/Apple Granny Smith/r_130_100.jpg,r_130_100.jpg
15048,Cocos,./data/fruits/fruits-360/Training/Cocos/r_239_100.jpg,r_239_100.jpg
27694,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_105_100.jpg,r_105_100.jpg
17356,Grape Pink,./data/fruits/fruits-360/Training/Grape Pink/279_100.jpg,279_100.jpg
11042,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/55_100.jpg,55_100.jpg
45715,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/r2_237_100.jpg,r2_237_100.jpg
48161,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/r_92_100.jpg,r_92_100.jpg
14867,Cocos,./data/fruits/fruits-360/Training/Cocos/28_100.jpg,28_100.jpg
48739,Walnut,./data/fruits/fruits-360/Training/Walnut/r_173_100.jpg,r_173_100.jpg
14294,Clementine,./data/fruits/fruits-360/Training/Clementine/203_100.jpg,203_100.jpg
5484,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r_4_100.jpg,r_4_100.jpg
29194,Orange,./data/fruits/fruits-360/Training/Orange/r_138_100.jpg,r_138_100.jpg
3875,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/112_100.jpg,112_100.jpg
14482,Clementine,./data/fruits/fruits-360/Training/Clementine/r_120_100.jpg,r_120_100.jpg
28864,Nectarine,./data/fruits/fruits-360/Training/Nectarine/r_272_100.jpg,r_272_100.jpg
16425,Grape Blue,./data/fruits/fruits-360/Training/Grape Blue/402_100.jpg,402_100.jpg
26254,Mango,./data/fruits/fruits-360/Training/Mango/r_186_100.jpg,r_186_100.jpg
18809,Grape White 3,./data/fruits/fruits-360/Training/Grape White 3/38_100.jpg,38_100.jpg
38464,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r2_179_100.jpg,r2_179_100.jpg
25959,Mango,./data/fruits/fruits-360/Training/Mango/170_100.jpg,170_100.jpg
278,Apple Braeburn,./data/fruits/fruits-360/Training/Apple Braeburn/r_129_100.jpg,r_129_100.jpg
27452,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r2_13_100.jpg,r2_13_100.jpg
30669,Peach,./data/fruits/fruits-360/Training/Peach/r_139_100.jpg,r_139_100.jpg
23452,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_88_100.jpg,r_88_100.jpg
26782,Maracuja,./data/fruits/fruits-360/Training/Maracuja/222_100.jpg,222_100.jpg
28086,Mulberry,./data/fruits/fruits-360/Training/Mulberry/309_100.jpg,309_100.jpg
10247,Carambula,./data/fruits/fruits-360/Training/Carambula/r_34_100.jpg,r_34_100.jpg
31439,Peach 2,./data/fruits/fruits-360/Training/Peach 2/r_174_100.jpg,r_174_100.jpg
35339,Physalis,./data/fruits/fruits-360/Training/Physalis/r_93_100.jpg,r_93_100.jpg
27905,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_70_100.jpg,r_70_100.jpg
35214,Physalis,./data/fruits/fruits-360/Training/Physalis/r_249_100.jpg,r_249_100.jpg
28474,Nectarine,./data/fruits/fruits-360/Training/Nectarine/142_100.jpg,142_100.jpg
18307,Grape White 2,./data/fruits/fruits-360/Training/Grape White 2/285_100.jpg,285_100.jpg
