,Fruit,Full filename,File
1253,Apple Golden 2,./data/fruits/fruits-360/Training/Apple Golden 2/r_120_100.jpg,r_120_100.jpg
46955,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/275_100.jpg,275_100.jpg
45735,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/r2_257_100.jpg,r2_257_100.jpg
22018,Huckleberry,./data/fruits/fruits-360/Training/Huckleberry/r_9_100.jpg,r_9_100.jpg
9580,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/97_100.jpg,97_100.jpg
31306,Peach 2,./data/fruits/fruits-360/Training/Peach 2/r2_47_100.jpg,r2_47_100.jpg
38714,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r3_208_100.jpg,r3_208_100.jpg
41728,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/8_100.jpg,8_100.jpg
22330,Kaki,./data/fruits/fruits-360/Training/Kaki/r_221_100.jpg,r_221_100.jpg
25736,Mandarine,./data/fruits/fruits-360/Training/Mandarine/r_175_100.jpg,r_175_100.jpg
46537,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r2_51_100.jpg,r2_51_100.jpg
47449,Tomato Cherry Red,./data/fruits/fruits-360/Training/Tomato Cherry Red/25_100.jpg,25_100.jpg
25910,Mandarine,./data/fruits/fruits-360/Training/Mandarine/r_51_100.jpg,r_51_100.jpg
5292,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r_100_100.jpg,r_100_100.jpg
34215,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/r_215_100.jpg,r_215_100.jpg
11628,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/210_100.jpg,210_100.jpg
7104,Banana,./data/fruits/fruits-360/Training/Banana/35_100.jpg,35_100.jpg
24472,Limes,./data/fruits/fruits-360/Training/Limes/154_100.jpg,154_100.jpg
37241,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/r_37_100.jpg,r_37_100.jpg
45956,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/r_240_100.jpg,r_240_100.jpg
34595,Pepino,./data/fruits/fruits-360/Training/Pepino/326_100.jpg,326_100.jpg
47181,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_222_100.jpg,r_222_100.jpg
29667,Papaya,./data/fruits/fruits-360/Training/Papaya/r_120_100.jpg,r_120_100.jpg
42134,Salak,./data/fruits/fruits-360/Training/Salak/302_100.jpg,302_100.jpg
30790,Peach,./data/fruits/fruits-360/Training/Peach/r_248_100.jpg,r_248_100.jpg
28414,Mulberry,./data/fruits/fruits-360/Training/Mulberry/r_87_100.jpg,r_87_100.jpg
30042,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/297_100.jpg,297_100.jpg
25869,Mandarine,./data/fruits/fruits-360/Training/Mandarine/r_309_100.jpg,r_309_100.jpg
11153,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r2_186_100.jpg,r2_186_100.jpg
7569,Banana Lady Finger,./data/fruits/fruits-360/Training/Banana Lady Finger/r2_102_100.jpg,r2_102_100.jpg
38530,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r2_26_100.jpg,r2_26_100.jpg
9709,Cantaloupe 2,./data/fruits/fruits-360/Training/Cantaloupe 2/r_282_100.jpg,r_282_100.jpg
11769,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/42_100.jpg,42_100.jpg
5019,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/55_100.jpg,55_100.jpg
48878,Walnut,./data/fruits/fruits-360/Training/Walnut/r_73_100.jpg,r_73_100.jpg
37573,Plum,./data/fruits/fruits-360/Training/Plum/r_152_100.jpg,r_152_100.jpg
862,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/r_211_100.jpg,r_211_100.jpg
35480,Physalis with Husk,./data/fruits/fruits-360/Training/Physalis with Husk/262_100.jpg,262_100.jpg
30648,Peach,./data/fruits/fruits-360/Training/Peach/r_11_100.jpg,r_11_100.jpg
46809,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r_7_100.jpg,r_7_100.jpg
25313,Lychee,./data/fruits/fruits-360/Training/Lychee/r_246_100.jpg,r_246_100.jpg
41669,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/288_100.jpg,288_100.jpg
23769,Lemon,./data/fruits/fruits-360/Training/Lemon/r_157_100.jpg,r_157_100.jpg
44603,Tangelo,./data/fruits/fruits-360/Training/Tangelo/r_31_100.jpg,r_31_100.jpg
44024,Tamarillo,./data/fruits/fruits-360/Training/Tamarillo/r_224_100.jpg,r_224_100.jpg
14482,Clementine,./data/fruits/fruits-360/Training/Clementine/r_120_100.jpg,r_120_100.jpg
47654,Tomato Cherry Red,./data/fruits/fruits-360/Training/Tomato Cherry Red/r_200_100.jpg,r_200_100.jpg
7589,Banana Lady Finger,./data/fruits/fruits-360/Training/Banana Lady Finger/r2_122_100.jpg,r2_122_100.jpg
26564,Mangostan,./data/fruits/fruits-360/Training/Mangostan/r_12_100.jpg,r_12_100.jpg
4405,Apple Red Yellow 1,./data/fruits/fruits-360/Training/Apple Red Yellow 1/148_100.jpg,148_100.jpg
22105,Kaki,./data/fruits/fruits-360/Training/Kaki/203_100.jpg,203_100.jpg
27587,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r2_303_100.jpg,r2_303_100.jpg
26646,Mangostan,./data/fruits/fruits-360/Training/Mangostan/r_30_100.jpg,r_30_100.jpg
19543,Grape White 4,./data/fruits/fruits-360/Training/Grape White 4/r_28_100.jpg,r_28_100.jpg
9046,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/38_100.jpg,38_100.jpg
39091,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/111_100.jpg,111_100.jpg
38300,Plum 3,./data/fruits/fruits-360/Training/Plum 3/273_100.jpg,273_100.jpg
12463,Cherry Wax Black,./data/fruits/fruits-360/Training/Cherry Wax Black/324_100.jpg,324_100.jpg
33693,Pear Monster,./data/fruits/fruits-360/Training/Pear Monster/r_162_100.jpg,r_162_100.jpg
42565,Strawberry,./data/fruits/fruits-360/Training/Strawberry/182_100.jpg,182_100.jpg
7227,Banana,./data/fruits/fruits-360/Training/Banana/r_152_100.jpg,r_152_100.jpg
47906,Tomato Maroon,./data/fruits/fruits-360/Training/Tomato Maroon/200_100.jpg,200_100.jpg
234,Apple Braeburn,./data/fruits/fruits-360/Training/Apple Braeburn/310_100.jpg,310_100.jpg
39466,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_245_100.jpg,r_245_100.jpg
46897,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/220_100.jpg,220_100.jpg
34134,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/r_141_100.jpg,r_141_100.jpg
4282,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/r_34_100.jpg,r_34_100.jpg
36524,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/41_100.jpg,41_100.jpg
46616,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/r_127_100.jpg,r_127_100.jpg
44761,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/171_100.jpg,171_100.jpg
29689,Papaya,./data/fruits/fruits-360/Training/Papaya/r_140_100.jpg,r_140_100.jpg
15195,Dates,./data/fruits/fruits-360/Training/Dates/13_100.jpg,13_100.jpg
18693,Grape White 3,./data/fruits/fruits-360/Training/Grape White 3/20_100.jpg,20_100.jpg
4836,Apple Red Yellow 1,./data/fruits/fruits-360/Training/Apple Red Yellow 1/r_314_100.jpg,r_314_100.jpg
9240,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/r_269_100.jpg,r_269_100.jpg
22891,Kiwi,./data/fruits/fruits-360/Training/Kiwi/r_246_100.jpg,r_246_100.jpg
21217,Hazelnut,./data/fruits/fruits-360/Training/Hazelnut/282_100.jpg,282_100.jpg
26159,Mango,./data/fruits/fruits-360/Training/Mango/97_100.jpg,97_100.jpg
30230,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_195_100.jpg,r_195_100.jpg
6724,Avocado ripe,./data/fruits/fruits-360/Training/Avocado ripe/r_152_100.jpg,r_152_100.jpg
39463,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_242_100.jpg,r_242_100.jpg
27335,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/228_100.jpg,228_100.jpg
1332,Apple Golden 2,./data/fruits/fruits-360/Training/Apple Golden 2/r_192_100.jpg,r_192_100.jpg
46880,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/205_100.jpg,205_100.jpg
41417,Raspberry,./data/fruits/fruits-360/Training/Raspberry/r_2_100.jpg,r_2_100.jpg
14309,Clementine,./data/fruits/fruits-360/Training/Clementine/217_100.jpg,217_100.jpg
30291,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_256_100.jpg,r_256_100.jpg
8141,Banana Red,./data/fruits/fruits-360/Training/Banana Red/r_18_100.jpg,r_18_100.jpg
22065,Kaki,./data/fruits/fruits-360/Training/Kaki/145_100.jpg,145_100.jpg
1598,Apple Golden 3,./data/fruits/fruits-360/Training/Apple Golden 3/20_100.jpg,20_100.jpg
12275,Cherry Rainier,./data/fruits/fruits-360/Training/Cherry Rainier/r_89_100.jpg,r_89_100.jpg
30324,Passion Fruit,./data/fruits/fruits-360/Training/Passion Fruit/r_44_100.jpg,r_44_100.jpg
28674,Nectarine,./data/fruits/fruits-360/Training/Nectarine/r_100_100.jpg,r_100_100.jpg
26751,Maracuja,./data/fruits/fruits-360/Training/Maracuja/191_100.jpg,191_100.jpg
42498,Strawberry,./data/fruits/fruits-360/Training/Strawberry/121_100.jpg,121_100.jpg
62,Apple Braeburn,./data/fruits/fruits-360/Training/Apple Braeburn/156_100.jpg,156_100.jpg
22626,Kiwi,./data/fruits/fruits-360/Training/Kiwi/205_100.jpg,205_100.jpg
28258,Mulberry,./data/fruits/fruits-360/Training/Mulberry/r_212_100.jpg,r_212_100.jpg
47310,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_99_100.jpg,r_99_100.jpg
20326,Grapefruit White,./data/fruits/fruits-360/Training/Grapefruit White/319_100.jpg,319_100.jpg
45177,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r_101_100.jpg,r_101_100.jpg
30402,Peach,./data/fruits/fruits-360/Training/Peach/11_100.jpg,11_100.jpg
27813,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/r_270_100.jpg,r_270_100.jpg
37141,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/r_236_100.jpg,r_236_100.jpg
41930,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/r_35_100.jpg,r_35_100.jpg
38744,Plum 3,./data/fruits/fruits-360/Training/Plum 3/r3_238_100.jpg,r3_238_100.jpg
33616,Pear Monster,./data/fruits/fruits-360/Training/Pear Monster/40_100.jpg,40_100.jpg
47274,Tomato 4,./data/fruits/fruits-360/Training/Tomato 4/r_65_100.jpg,r_65_100.jpg
39887,Pomelo Sweetie,./data/fruits/fruits-360/Training/Pomelo Sweetie/r_122_100.jpg,r_122_100.jpg
17011,Grape Blue,./data/fruits/fruits-360/Training/Grape Blue/r_526_100.jpg,r_526_100.jpg
43025,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/201_100.jpg,201_100.jpg
5095,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/r2_123_100.jpg,r2_123_100.jpg
41800,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/r_17_100.jpg,r_17_100.jpg
22675,Kiwi,./data/fruits/fruits-360/Training/Kiwi/24_100.jpg,24_100.jpg
24557,Limes,./data/fruits/fruits-360/Training/Limes/274_100.jpg,274_100.jpg
43979,Tamarillo,./data/fruits/fruits-360/Training/Tamarillo/r_151_100.jpg,r_151_100.jpg
34292,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/r_35_100.jpg,r_35_100.jpg
33615,Pear Monster,./data/fruits/fruits-360/Training/Pear Monster/3_100.jpg,3_100.jpg
42721,Strawberry,./data/fruits/fruits-360/Training/Strawberry/r_100_100.jpg,r_100_100.jpg
1429,Apple Golden 2,./data/fruits/fruits-360/Training/Apple Golden 2/r_27_100.jpg,r_27_100.jpg
44976,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/r2_142_100.jpg,r2_142_100.jpg
28073,Mulberry,./data/fruits/fruits-360/Training/Mulberry/298_100.jpg,298_100.jpg
42646,Strawberry,./data/fruits/fruits-360/Training/Strawberry/255_100.jpg,255_100.jpg
43673,Strawberry Wedge,./data/fruits/fruits-360/Training/Strawberry Wedge/r_58_100.jpg,r_58_100.jpg
31870,Peach Flat,./data/fruits/fruits-360/Training/Peach Flat/r_112_100.jpg,r_112_100.jpg
23183,Kumquats,./data/fruits/fruits-360/Training/Kumquats/65_100.jpg,65_100.jpg
6362,Avocado,./data/fruits/fruits-360/Training/Avocado/r_256_100.jpg,r_256_100.jpg
29627,Papaya,./data/fruits/fruits-360/Training/Papaya/306_100.jpg,306_100.jpg
11466,Cherry 2,./data/fruits/fruits-360/Training/Cherry 2/r_266_100.jpg,r_266_100.jpg
2286,Apple Granny Smith,./data/fruits/fruits-360/Training/Apple Granny Smith/r_175_100.jpg,r_175_100.jpg
722,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/307_100.jpg,307_100.jpg
3457,Apple Red 3,./data/fruits/fruits-360/Training/Apple Red 3/121_100.jpg,121_100.jpg
25043,Lychee,./data/fruits/fruits-360/Training/Lychee/19_100.jpg,19_100.jpg
25370,Lychee,./data/fruits/fruits-360/Training/Lychee/r_302_100.jpg,r_302_100.jpg
14159,Chestnut,./data/fruits/fruits-360/Training/Chestnut/r_35_100.jpg,r_35_100.jpg
33159,Pear Kaiser,./data/fruits/fruits-360/Training/Pear Kaiser/200_100.jpg,200_100.jpg
21765,Huckleberry,./data/fruits/fruits-360/Training/Huckleberry/87_100.jpg,87_100.jpg
45741,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/r2_263_100.jpg,r2_263_100.jpg
23421,Kumquats,./data/fruits/fruits-360/Training/Kumquats/r_57_100.jpg,r_57_100.jpg
36998,Pitahaya Red,./data/fruits/fruits-360/Training/Pitahaya Red/39_100.jpg,39_100.jpg
41501,Redcurrant,./data/fruits/fruits-360/Training/Redcurrant/108_100.jpg,108_100.jpg
16005,Granadilla,./data/fruits/fruits-360/Training/Granadilla/r_199_100.jpg,r_199_100.jpg
670,Apple Golden 1,./data/fruits/fruits-360/Training/Apple Golden 1/260_100.jpg,260_100.jpg
20281,Grapefruit White,./data/fruits/fruits-360/Training/Grapefruit White/279_100.jpg,279_100.jpg
36575,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/r_0_100.jpg,r_0_100.jpg
36498,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/287_100.jpg,287_100.jpg
33918,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/140_100.jpg,140_100.jpg
46320,Tomato 3,./data/fruits/fruits-360/Training/Tomato 3/80_100.jpg,80_100.jpg
15565,Dates,./data/fruits/fruits-360/Training/Dates/r_230_100.jpg,r_230_100.jpg
6941,Banana,./data/fruits/fruits-360/Training/Banana/126_100.jpg,126_100.jpg
35516,Physalis with Husk,./data/fruits/fruits-360/Training/Physalis with Husk/298_100.jpg,298_100.jpg
9024,Cantaloupe 1,./data/fruits/fruits-360/Training/Cantaloupe 1/313_100.jpg,313_100.jpg
8749,Cactus fruit,./data/fruits/fruits-360/Training/Cactus fruit/r_250_100.jpg,r_250_100.jpg
14850,Cocos,./data/fruits/fruits-360/Training/Cocos/241_100.jpg,241_100.jpg
23500,Lemon,./data/fruits/fruits-360/Training/Lemon/131_100.jpg,131_100.jpg
40270,Quince,./data/fruits/fruits-360/Training/Quince/r_104_100.jpg,r_104_100.jpg
25698,Mandarine,./data/fruits/fruits-360/Training/Mandarine/r_140_100.jpg,r_140_100.jpg
14903,Cocos,./data/fruits/fruits-360/Training/Cocos/54_100.jpg,54_100.jpg
5006,Apple Red Yellow 2,./data/fruits/fruits-360/Training/Apple Red Yellow 2/42_100.jpg,42_100.jpg
34494,Pepino,./data/fruits/fruits-360/Training/Pepino/235_100.jpg,235_100.jpg
39401,Pomegranate,./data/fruits/fruits-360/Training/Pomegranate/r_186_100.jpg,r_186_100.jpg
32263,Pear,./data/fruits/fruits-360/Training/Pear/245_100.jpg,245_100.jpg
4339,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/r_87_100.jpg,r_87_100.jpg
23076,Kumquats,./data/fruits/fruits-360/Training/Kumquats/219_100.jpg,219_100.jpg
21728,Huckleberry,./data/fruits/fruits-360/Training/Huckleberry/45_100.jpg,45_100.jpg
36098,Pineapple,./data/fruits/fruits-360/Training/Pineapple/r_12_100.jpg,r_12_100.jpg
15831,Granadilla,./data/fruits/fruits-360/Training/Granadilla/253_100.jpg,253_100.jpg
27343,Melon Piel de Sapo,./data/fruits/fruits-360/Training/Melon Piel de Sapo/24_100.jpg,24_100.jpg
45876,Tomato 2,./data/fruits/fruits-360/Training/Tomato 2/r_125_100.jpg,r_125_100.jpg
1964,Apple Granny Smith,./data/fruits/fruits-360/Training/Apple Granny Smith/106_100.jpg,106_100.jpg
32738,Pear Abate,./data/fruits/fruits-360/Training/Pear Abate/25_100.jpg,25_100.jpg
3866,Apple Red Delicious,./data/fruits/fruits-360/Training/Apple Red Delicious/104_100.jpg,104_100.jpg
28371,Mulberry,./data/fruits/fruits-360/Training/Mulberry/r_48_100.jpg,r_48_100.jpg
44865,Tomato 1,./data/fruits/fruits-360/Training/Tomato 1/303_100.jpg,303_100.jpg
28419,Mulberry,./data/fruits/fruits-360/Training/Mulberry/r_91_100.jpg,r_91_100.jpg
14888,Cocos,./data/fruits/fruits-360/Training/Cocos/39_100.jpg,39_100.jpg
19806,Grapefruit Pink,./data/fruits/fruits-360/Training/Grapefruit Pink/49_100.jpg,49_100.jpg
36701,Pineapple Mini,./data/fruits/fruits-360/Training/Pineapple Mini/r_255_100.jpg,r_255_100.jpg
19097,Grape White 3,./data/fruits/fruits-360/Training/Grape White 3/r_68_100.jpg,r_68_100.jpg
34178,Pear Williams,./data/fruits/fruits-360/Training/Pear Williams/r_182_100.jpg,r_182_100.jpg
32286,Pear,./data/fruits/fruits-360/Training/Pear/266_100.jpg,266_100.jpg
